rank,user_nick,stock_name,weight,scraped_at
1,사계절투자법,엘앤에프,,2025-10-27 12:11:44
1,사계절투자법,에코프로비엠,,2025-10-27 12:11:44
1,사계절투자법,코스모신소재,,2025-10-27 12:11:44
1,사계절투자법,에코프로머티,,2025-10-27 12:11:44
1,사계절투자법,엔켐,,2025-10-27 12:11:44
1,사계절투자법,대주전자재료,,2025-10-27 12:11:44
1,사계절투자법,이브이첨단소재,,2025-10-27 12:11:44
1,사계절투자법,포스코퓨처엠,,2025-10-27 12:11:44
2,코스모스,에코프로,,2025-10-27 12:11:46
2,코스모스,포스코퓨처엠,,2025-10-27 12:11:46
2,코스모스,에코프로비엠,,2025-10-27 12:11:46
2,코스모스,한미반도체,,2025-10-27 12:11:46
2,코스모스,삼성SDI,,2025-10-27 12:11:46
2,코스모스,코스모신소재,,2025-10-27 12:11:46
2,코스모스,대한전선,,2025-10-27 12:11:46
2,코스모스,고영,,2025-10-27 12:11:46
2,코스모스,DB하이텍,,2025-10-27 12:11:46
3,귀여운바위게,에코프로,,2025-10-27 12:11:48
3,귀여운바위게,삼성중공업,,2025-10-27 12:11:48
3,귀여운바위게,삼성SDI,,2025-10-27 12:11:48
3,귀여운바위게,코스모신소재,,2025-10-27 12:11:48
3,귀여운바위게,로보스타,,2025-10-27 12:11:48
3,귀여운바위게,에코프로비엠,,2025-10-27 12:11:48
3,귀여운바위게,포스코DX,,2025-10-27 12:11:48
3,귀여운바위게,이수페타시스,,2025-10-27 12:11:48
3,귀여운바위게,클로봇,,2025-10-27 12:11:48
3,귀여운바위게,한중엔시에스,,2025-10-27 12:11:48
4,보라색맛나,SK하이닉스,,2025-10-27 12:11:51
4,보라색맛나,포스코퓨처엠,,2025-10-27 12:11:51
4,보라색맛나,이수페타시스,,2025-10-27 12:11:51
4,보라색맛나,삼성중공업,,2025-10-27 12:11:51
4,보라색맛나,해성디에스,,2025-10-27 12:11:51
4,보라색맛나,HD현대미포,,2025-10-27 12:11:51
4,보라색맛나,KCC,,2025-10-27 12:11:51
4,보라색맛나,한화에어로스페이스,,2025-10-27 12:11:51
4,보라색맛나,테크윙,,2025-10-27 12:11:51
5,MKNT_MIN,엘앤에프,,2025-10-27 12:11:59
5,MKNT_MIN,에코프로비엠,,2025-10-27 12:11:59
5,MKNT_MIN,에코프로머티,,2025-10-27 12:11:59
5,MKNT_MIN,한미반도체,,2025-10-27 12:11:59
5,MKNT_MIN,엔켐,,2025-10-27 12:11:59
5,MKNT_MIN,코스모신소재,,2025-10-27 12:11:59
5,MKNT_MIN,에코프로,,2025-10-27 12:11:59
5,MKNT_MIN,효성중공업,,2025-10-27 12:11:59
5,MKNT_MIN,SK하이닉스,,2025-10-27 12:11:59
5,MKNT_MIN,현대차,,2025-10-27 12:11:59
6,훈식,두산,,2025-10-27 12:12:07
6,훈식,SK하이닉스,,2025-10-27 12:12:07
6,훈식,디아이,,2025-10-27 12:12:07
6,훈식,HD현대,,2025-10-27 12:12:07
6,훈식,파미셀,,2025-10-27 12:12:07
6,훈식,이수페타시스,,2025-10-27 12:12:07
6,훈식,LS ELECTRIC,,2025-10-27 12:12:07
6,훈식,큐리옥스바이오시스템즈,,2025-10-27 12:12:07
6,훈식,삼성중공업,,2025-10-27 12:12:07
6,훈식,HJ중공업,,2025-10-27 12:12:07
7,santago,포스코퓨처엠,,2025-10-27 12:12:15
7,santago,에코프로비엠,,2025-10-27 12:12:15
7,santago,삼성SDI,,2025-10-27 12:12:15
7,santago,현대건설,,2025-10-27 12:12:15
7,santago,포스코DX,,2025-10-27 12:12:15
7,santago,카카오,,2025-10-27 12:12:15
7,santago,POSCO홀딩스,,2025-10-27 12:12:15
8,숭실숭실해,한화오션,,2025-10-27 12:12:24
8,숭실숭실해,SK하이닉스,,2025-10-27 12:12:24
8,숭실숭실해,LG에너지솔루션,,2025-10-27 12:12:24
